country,country_code,date,cumulative_vaccinations,daily_vaccinations
Barbados,BRB,2022-11-04,380826.0,160.0
Barbados,BRB,2022-11-25,380898.0,72.0
Barbados,BRB,2022-12-02,380962.0,64.0
Barbados,BRB,2022-12-16,380980.0,18.0
Barbados,BRB,2023-01-06,381013.0,33.0
Barbados,BRB,2023-02-10,381633.0,620.0
Barbados,BRB,2023-03-10,381662.0,29.0
Barbados,BRB,2023-03-31,381690.0,28.0
Barbados,BRB,2023-04-21,381710.0,20.0
Barbados,BRB,2023-05-05,381715.0,5.0
Barbados,BRB,2023-06-02,381721.0,6.0
Barbados,BRB,2023-09-22,381743.0,22.0
Barbados,BRB,2023-12-29,384049.0,2306.0
Belarus,BLR,2020-12-28,0.0,0.0
Belarus,BLR,2021-02-18,20944.0,20944.0
Belarus,BLR,2021-03-12,30944.0,10000.0
Belarus,BLR,2021-03-26,66618.0,35674.0
Belarus,BLR,2021-04-09,118100.0,51482.0
Belarus,BLR,2021-04-23,328500.0,210400.0
Belarus,BLR,2021-05-07,450000.0,121500.0
Belarus,BLR,2021-05-23,710922.0,260922.0
Belarus,BLR,2021-05-30,796834.0,85912.0
Belarus,BLR,2021-06-06,924926.0,128092.0
Belarus,BLR,2021-06-13,1073282.0,148356.0
Belarus,BLR,2021-07-18,1993857.0,920575.0
Belarus,BLR,2021-07-25,2194993.0,201136.0
Belarus,BLR,2021-08-01,2380101.0,185108.0
Belarus,BLR,2021-08-10,2541745.0,161644.0
Belarus,BLR,2021-08-15,2684863.0,143118.0
Belarus,BLR,2021-08-22,2833242.0,148379.0
Belarus,BLR,2021-08-29,2963378.0,130136.0
Belarus,BLR,2021-09-05,3085256.0,121878.0
Belarus,BLR,2021-09-12,3206505.0,121249.0
Belarus,BLR,2021-09-19,3389520.0,183015.0
Belarus,BLR,2021-09-26,3628321.0,238801.0
Belarus,BLR,2021-10-03,3862369.0,234048.0
Belarus,BLR,2021-10-10,4218130.0,355761.0
Belarus,BLR,2021-10-17,4472001.0,253871.0
Belarus,BLR,2021-10-24,4766181.0,294180.0
Belarus,BLR,2021-11-07,5409635.0,643454.0
Belarus,BLR,2021-11-14,5685092.0,275457.0
Belarus,BLR,2021-11-21,5975709.0,290617.0
Belarus,BLR,2021-11-28,6331049.0,355340.0
Belarus,BLR,2021-12-05,6677937.0,346888.0
Belarus,BLR,2021-12-12,7217727.0,539790.0
Belarus,BLR,2021-12-19,7708200.0,490473.0
Belarus,BLR,2022-01-02,8651776.0,943576.0
Belarus,BLR,2022-01-09,8914267.0,262491.0
Belarus,BLR,2022-01-16,9328560.0,414293.0
Belarus,BLR,2022-01-23,9714033.0,385473.0
Belarus,BLR,2022-01-30,10028295.0,314262.0
Belarus,BLR,2022-02-06,10199665.0,171370.0
Belarus,BLR,2022-02-13,10425997.0,226332.0
Belarus,BLR,2022-02-20,10649534.0,223537.0
Belarus,BLR,2022-03-06,11046924.0,397390.0
Belarus,BLR,2022-03-27,11583004.0,536080.0
Belarus,BLR,2022-04-03,11778178.0,195174.0
